sku,product_name,category,subcategory,price,inventory,last_updated
Sp-Eq-4230,Test Product 157,sports,Equipment,328.7507074179407,18.0,2024-11-17 11:06:03.170529
SP-EQ-2388,Test Product 158 - Latest Model,Sports,Equipment,155.46594453453758,64.0,2024-11-23 11:06:03.170568
HO-ST-6592,Test Product 159,Home & Kitchen,Storage,192.89337789837663,-3.0,2024-10-20 11:06:03.170598
SP-CL-9234,Test Product 161 [Updated],Sports,Clothing,375.96910090655314,20.0,
CL-AC-8052,Test Product 164 - Latest Model,Clothing,Accessories,62.36969231642448,35.0,
BO-FI-7284,Test Product 165 - Latest Model,Books,,262.4358334635285,14.0,2025-01-28 11:06:03.170778
HO-AP-7295,Test Product 166 [Updated],Home & Kitchen,Appliances,135.26604892654342,99.0,2024-12-09 11:06:03.170808
,Test Product 168 - Latest Model,Sports,Accessories,201.5439379937022,1.0,2024-03-24 11:06:03.170875
CL-SH-7780,,Clothing,Shoes,17.752334965135397,67.0,2024-07-04 11:06:03.170906
TO-GA-7764,Test Product 170 (New),Toys,Games,326.1920203876013,96.0,2024-11-29 11:06:03.170935
EL-CA-4713,Test Product 171 [Updated],Electronics,Cameras,,49.0,2024-12-02 11:06:03.170965
TO-AR-8426,Test Product 172 (New),Toys,Arts & Crafts,497.12828699837206,97.0,2024-04-27 11:06:03.170994
,Test Product 173,Books,,210.64414797254992,11.0,2024-09-15 11:06:03.171023
BO-CH-1236,Test Product 174 - Latest Model,Books,Children,84.68384653190454,64.0,2024-10-09 11:06:03.171053
To-Bu-7549,Test Product 175 (New),Toys,,,97.0,2024-09-18 11:06:03.171084
BO-FI-3408,Test Product 176,Books,,127.13711277666015,61.0,2024-09-06 11:06:03.171113
BO-NO-2442,Test Product 177 (New),Books,Non-Fiction,496.1574272634232,48.0,
TO-GA-8629,Test Product 178 (New),toys,Games,113.87142054209689,34.0,2024-12-03 11:06:03.171172
BO-RE-8967,Test Product 181 [Updated],Books,Reference,162.78990521177718,59.0,2024-08-31 11:06:03.171262
HO-ST-9648,Test Product 183 - Latest Model,Home & Kitchen,Storage,79.70219065672613,6.0,2024-11-19 11:06:03.17132
BO-FI-2638,,Books,,311.4575247331953,37.0,2024-06-21 11:06:03.171349
TO-GA-7548,Test Product 186 (New),Toys,Games,295.2526325921864,4.0,2024-12-04 11:06:03.171408
SP-FI-8961,Test Product 188 (New),Sports,Fitness,169.0912041761294,92.0,2024-12-27 11:06:03.171467
Ho-Co-9123,Test Product 190 [Updated],Home & Kitchen,Cookware,322.2287236360574,71.0,2024-11-20 11:06:03.171527
EL-CA-8340,Test Product 191 - Latest Model,electronics,Cameras,,-8.0,2024-11-12 11:06:03.171559
Cl-Me-9599,Test Product 192 - Latest Model,clothing,Mens,478.68568516674526,99.0,2024-09-21 11:06:03.17159
EL-PH-5285,Test Product 195 - Latest Model,Electronics,Phones,401.3699539107416,12.0,2024-08-10 11:06:03.17168
El-Ca-4537,Test Product 199 (New),electronics,Cameras,365.7301558927948,22.0,2024-11-11 11:06:03.171801
BO-RE-2724,Test Product 200,Books,Reference,155.79874114622208,38.0,2024-10-22 11:06:03.171836
HO-CO-4081,Test Product 202,Home & Kitchen,Cookware,311.83287062748775,12.0,2024-11-13 11:06:03.171902
HO-CO-4083,Test Product 203,home & kitchen,,377.27728738975526,15.0,2024-06-09 11:06:03.171933
TO-OU-3179,Test Product 204 - Latest Model,Toys,Outdoor,363.81475971934117,36.0,2024-06-22 11:06:03.171966
To-Ou-1541,Test Product 207 (New),Toys,Outdoor,396.42133268947913,99.0,2024-02-23 11:06:03.172065
EL-CA-3010,Test Product 209 - Latest Model,Electronics,Cameras,421.50311996145246,15.0,2024-03-19 11:06:03.172129
SP-FI-4331,Test Product 212 (New),Sports,Fitness,253.26596465409688,69.0,2024-04-16 11:06:03.172223
TO-AR-8736,Test Product 213 - Latest Model,Toys,Arts & Crafts,$241.31,29.0,2024-03-02 11:06:03.172256
BO-ED-9461,Test Product 214 [Updated],Books,Educational,191.89147600609917,69.0,2024-12-25 11:06:03.172288
EL-AU-3643,Test Product 215 (New),Electronics,Audio,78.23023184762162,6.0,2024-11-29 11:06:03.172319
HO-FU-7342,Test Product 216,home & kitchen,Furniture,215.2087263463391,57.0,2025-01-17 11:06:03.17235
HO-ST-7633,Test Product 218,,,284.9991662584372,97.0,2025-01-10 11:06:03.172411
El-La-4750,Test Product 220 (New),Electronics,Laptops,395.6153661096565,98.0,2024-07-30 11:06:03.172471
,Test Product 222,Toys,Arts & Crafts,377.8574584296801,2.0,2024-12-25 11:06:03.172531
Bo-No-3555,Test Product 224 [Updated],Books,Non-Fiction,145.4564283858641,14.0,2024-06-14 11:06:03.172591
EL-AU-1687,Test Product 226 - Latest Model,Electronics,Audio,,8.0,
CL-ME-6108,Test Product 227,Clothing,Mens,168.27548720924477,58.0,2024-06-05 11:06:03.172679
BO-NO-8544,Test Product 229 - Latest Model,Books,Non-Fiction,329.3172801661487,85.0,2024-09-29 11:06:03.17274
CL-WO-8096,Test Product 231 - Latest Model,Clothing,Womens,182.66372383873065,14.0,2024-02-26 11:06:03.172799
EL-AC-7040,Test Product 233 - Latest Model,Electronics,Accessories,$114.20,,2024-09-18 11:06:03.172864
BO-CH-1392,Test Product 234 - Latest Model,books,Children,450.4352202083212,90.0,2024-11-08 11:06:03.172899
HO-DE-6661,Test Product 235 - Latest Model,home & kitchen,Decor,$217.05,25.0,2024-10-28 11:06:03.172931
TO-ED-3946,Test Product 236 (New),Toys,Educational,421.3358456553758,72.0,2024-06-01 11:06:03.172962
BO-FI-3990,Test Product 237 [Updated],books,Fiction,354.8061289557899,29.0,2024-05-18 11:06:03.172992
EL-CA-2762,Test Product 238,Electronics,Cameras,$374.16,7.0,2025-02-05 11:06:03.173023
EL-AU-4198,Test Product 239 - Latest Model,electronics,Audio,127.35998325567367,-3.0,
TO-GA-1660,Test Product 240,Toys,Games,117.91039767488441,72.0,2024-03-20 11:06:03.173083
BO-RE-8986,Test Product 242 (New),Books,Reference,354.290548811903,27.0,2024-05-23 11:06:03.173143
EL-AC-6410,Test Product 245 [Updated],Electronics,Accessories,111.42636343482913,-1.0,2024-08-01 11:06:03.173232
SP-EQ-1855,Test Product 247,,Equipment,,10.0,2024-09-13 11:06:03.173292
,Test Product 253 (New),toys,Outdoor,216.7967874625431,44.0,2024-02-16 11:06:03.173476
SP-EQ-8064,Test Product 254 - Latest Model,Sports,Equipment,43.01843184490603,35.0,2024-10-31 11:06:03.173507
SP-EQ-4259,Test Product 255 [Updated],Sports,Equipment,412.9869630974564,62.0,2025-01-15 11:06:03.173536
CL-WO-2141,Test Product 256 [Updated],Clothing,Womens,267.6481734479286,6.0,2024-07-26 11:06:03.173565
SP-EQ-6906,Test Product 257,Sports,Equipment,$195.67,90.0,2024-10-04 11:06:03.173597
SP-OU-2932,Test Product 262 (New),Sports,,130.98463906711692,97.0,2024-10-21 11:06:03.173748
Cl-Wo-1382,Test Product 263 [Updated],Clothing,Womens,417.0373701548377,62.0,2024-05-03 11:06:03.173778
SP-FI-3660,Test Product 265 [Updated],Sports,Fitness,74.86246572713651,53.0,2024-08-18 11:06:03.173842
HO-DE-8166,Test Product 267 - Latest Model,Home & Kitchen,Decor,,14.0,2024-07-19 11:06:03.173901
EL-AC-7068,Test Product 268 (New),,Accessories,227.293359827133,6.0,2024-02-08 11:06:03.173931
SP-OU-3767,Test Product 270 (New),Sports,Outdoor,346.9838007909747,41.0,2024-03-24 11:06:03.17399
TO-BU-7337,Test Product 271,Toys,Building,113.24543229492956,-3.0,2024-05-19 11:06:03.17402
Ho-Ap-9733,Test Product 272 - Latest Model,home & kitchen,Appliances,177.47337832101323,-8.0,2024-09-24 11:06:03.17405
SP-FI-9448,Test Product 273 [Updated],Sports,Fitness,61.158023576559906,77.0,2024-05-23 11:06:03.174082
EL-LA-8823,Test Product 275 (New),electronics,Laptops,45.72189933027272,33.0,2024-04-18 11:06:03.174141
Cl-Ki-8398,Test Product 276,Clothing,Kids,279.0004202264045,-3.0,2024-12-16 11:06:03.174172
CL-ME-1182,Test Product 277 - Latest Model,Clothing,Mens,232.43395557309495,19.0,
HO-CO-9244,Test Product 278 [Updated],Home & Kitchen,Cookware,286.0115761673692,7.0,2025-01-26 11:06:03.174232
To-Ed-7056,Test Product 280 (New),Toys,,373.042987514515,64.0,2024-10-23 11:06:03.174295
SP-EQ-7361,Test Product 282,Sports,Equipment,320.02882058681445,-7.0,2024-07-09 11:06:03.174356
Bo-Re-2124,Test Product 284 (New),Books,Reference,255.1965613979986,17.0,2024-05-27 11:06:03.174417
BO-NO-7469,Test Product 287 [Updated],books,Non-Fiction,344.2750015070391,20.0,2024-05-31 11:06:03.174508
HO-AP-1674,Test Product 289,Home & Kitchen,Appliances,171.8189618748386,,2024-08-20 11:06:03.174569
EL-PH-9835,Test Product 293 [Updated],,Phones,121.83532811191256,78.0,2024-10-06 11:06:03.174691
BO-CH-2072,Test Product 296 - Latest Model,,Children,152.347207778996,45.0,2024-06-10 11:06:03.17478
HO-AP-8763,Test Product 297 [Updated],Home & Kitchen,,31.836273489852786,97.0,
BO-FI-3743,Test Product 300 [Updated],Books,Fiction,266.0444611987061,17.0,2025-01-19 11:06:03.174904
TO-GA-1619,Test Product 301 - Latest Model,Toys,,183.97011766145954,79.0,2024-06-05 11:06:03.174935
HO-DE-4638,Test Product 304 [Updated],Home & Kitchen,Decor,134.3723282967805,12.0,2024-08-18 11:06:03.175025
To-Ou-4674,Test Product 306 (New),Toys,Outdoor,395.8990520708018,90.0,2024-11-17 11:06:03.175084
BO-FI-9345,Test Product 307,Books,Fiction,23.484400718803492,4.0,2024-07-29 11:06:03.175113
EL-LA-3780,Test Product 308 [Updated],Electronics,Laptops,223.94095298669538,25.0,2024-10-21 11:06:03.175143
CL-AC-5570,Test Product 310 [Updated],Clothing,,440.9533196567819,26.0,2024-12-29 11:06:03.175208
SP-FI-4607,Test Product 311 [Updated],Sports,Fitness,84.28158665204869,22.0,2024-02-08 11:06:03.175247
SP-OU-1824,Test Product 312,Sports,Outdoor,266.0299887319383,6.0,2024-10-27 11:06:03.175278
TO-BU-6634,Test Product 313 [Updated],toys,Building,367.3789491031182,35.0,2024-06-13 11:06:03.175309
EL-AU-2849,Test Product 314 (New),Electronics,Audio,410.8331070779596,56.0,2024-12-22 11:06:03.17534
CL-WO-9712,Test Product 316,Clothing,Womens,30.78692612137693,51.0,2024-10-19 11:06:03.175401
,Test Product 319,Toys,Arts & Crafts,366.2578131915412,64.0,2024-03-07 11:06:03.17549
TO-BU-9125,Test Product 322 - Latest Model,Toys,Building,121.096417341682,94.0,2024-09-09 11:06:03.175581
,Test Product 323 [Updated],Home & Kitchen,,426.8333276963747,79.0,2024-03-16 11:06:03.175613
SP-FI-7358,Test Product 326 - Latest Model,Sports,Fitness,304.54032085592087,62.0,2024-07-20 11:06:03.175704
HO-DE-4802,Test Product 328,Home & Kitchen,Decor,139.49536894773325,79.0,2025-02-05 11:06:03.175768
BO-NO-9345,Test Product 329 - Latest Model,Books,,94.33419538316106,-9.0,2024-09-12 11:06:03.175799
EL-PH-2920,Test Product 333 (New),Electronics,Phones,421.5027872655691,47.0,2024-08-25 11:06:03.17593
El-La-3101,Test Product 334 (New),electronics,Laptops,376.70833134135336,14.0,2024-09-28 11:06:03.17596
,Test Product 335 - Latest Model,Sports,Accessories,310.5129255948157,,2024-08-23 11:06:03.17599
SP-CL-2337,Test Product 337,Sports,Clothing,49.76309748275718,37.0,2024-10-03 11:06:03.176051
HO-FU-7915,Test Product 341 (New),Home & Kitchen,Furniture,37.52627790024512,78.0,2024-10-01 11:06:03.17617
CL-WO-2637,,clothing,Womens,263.0479502271194,,2024-10-21 11:06:03.1762
EL-AU-3591,Test Product 344 - Latest Model,Electronics,Audio,170.10384559472,38.0,2024-03-08 11:06:03.176262
EL-PH-1136,Test Product 345 (New),Electronics,Phones,,41.0,2024-11-12 11:06:03.176293
EL-CA-7968,Test Product 346 - Latest Model,Electronics,Cameras,88.57904899867414,45.0,2024-10-18 11:06:03.176329
SP-EQ-1596,Test Product 347 (New),Sports,Equipment,396.82177515564365,29.0,2024-07-13 11:06:03.176358
TO-OU-9690,Test Product 348 (New),toys,Outdoor,320.9732356788164,27.0,2025-01-27 11:06:03.176388
,Test Product 349 [Updated],Toys,Outdoor,493.2608692561867,96.0,
,Test Product 350,Clothing,Womens,170.5005609382649,92.0,2024-06-13 11:06:03.176447
CL-ME-5434,Test Product 354 - Latest Model,Clothing,Mens,442.45433961845015,-9.0,
HO-FU-9385,Test Product 355 [Updated],home & kitchen,Furniture,244.83744405812337,78.0,2024-07-02 11:06:03.176601
CL-KI-6951,Test Product 357 [Updated],clothing,Kids,191.09135771911886,94.0,2024-10-23 11:06:03.176663
CL-KI-1670,Test Product 358 [Updated],clothing,Kids,$60.80,72.0,2024-06-02 11:06:03.176693
HO-ST-3854,Test Product 359 [Updated],Home & Kitchen,Storage,78.75901391482235,28.0,2024-12-10 11:06:03.176723
BO-FI-2925,Test Product 360,Books,Fiction,136.53319963641843,89.0,2024-04-21 11:06:03.176753
HO-ST-4645,Test Product 361 (New),Home & Kitchen,Storage,213.33589554603833,58.0,2024-03-31 11:06:03.176782
SP-AC-7859,Test Product 362 (New),,Accessories,102.08098659950828,11.0,2024-02-27 11:06:03.176812
SP-AC-8957,Test Product 364 (New),,,409.3204669848642,69.0,2024-03-04 11:06:03.176878
Sp-Fi-1689,,Sports,Fitness,449.98040160925626,28.0,2024-10-26 11:06:03.176941
SP-CL-3378,Test Product 367,Sports,Clothing,42.95539784401025,42.0,2024-04-26 11:06:03.176971
SP-AC-7644,,sports,Accessories,18.403393138447075,99.0,2024-08-08 11:06:03.17703
HO-CO-8832,Test Product 371 [Updated],Home & Kitchen,Cookware,,27.0,2024-07-25 11:06:03.177092
CL-SH-3827,Test Product 372 (New),Clothing,Shoes,,74.0,2024-04-25 11:06:03.177122
CL-SH-7837,Test Product 373 (New),clothing,Shoes,463.2731159180771,-9.0,2024-08-09 11:06:03.177151
HO-FU-7982,Test Product 374 [Updated],Home & Kitchen,Furniture,$110.04,80.0,2024-11-06 11:06:03.177182
CL-SH-6047,Test Product 378 [Updated],Clothing,Shoes,402.0359817176653,50.0,2024-07-10 11:06:03.177301
SP-CL-4294,Test Product 379 - Latest Model,Sports,Clothing,470.9789168478555,52.0,2024-10-11 11:06:03.17733
BO-ED-1861,Test Product 382 [Updated],books,Educational,135.66689989821532,95.0,2025-01-02 11:06:03.177419
EL-LA-7324,Test Product 385 [Updated],Electronics,Laptops,103.45573391953837,75.0,2024-10-24 11:06:03.177508
,Test Product 386 [Updated],sports,Equipment,266.1524693653162,75.0,2024-12-31 11:06:03.177537
CL-AC-1226,Test Product 387 [Updated],Clothing,Accessories,170.83422178238632,61.0,2024-02-08 11:06:03.177568
EL-AU-4262,Test Product 389 (New),Electronics,Audio,90.99812020760102,97.0,2024-07-14 11:06:03.177628
Ho-Fu-9519,Test Product 393 [Updated],Home & Kitchen,Furniture,395.04819627950286,-9.0,2024-08-02 11:06:03.177747
SP-EQ-7771,Test Product 395 - Latest Model,Sports,Equipment,259.8284646797242,-4.0,2024-03-31 11:06:03.177806
BO-FI-4072,Test Product 396 [Updated],books,Fiction,230.02899628576168,-1.0,2024-06-15 11:06:03.177839
CL-ME-9924,Test Product 398,Clothing,Mens,465.28091143372677,-5.0,2024-07-30 11:06:03.177901
CL-ME-7999,Test Product 399,Clothing,Mens,$153.95,16.0,2025-02-01 11:06:03.177932
EL-CA-7513,Test Product 402 [Updated],Electronics,Cameras,90.79354051691784,30.0,2024-09-18 11:06:03.17802
SP-EQ-6698,Test Product 403 (New),sports,Equipment,39.447241085303375,9.0,2024-07-11 11:06:03.17805
CL-SH-4354,Test Product 404 [Updated],Clothing,Shoes,236.57167668714496,46.0,2024-08-29 11:06:03.178079
HO-DE-8299,Test Product 405 - Latest Model,Home & Kitchen,Decor,62.45801749155117,2.0,2024-09-11 11:06:03.178108
EL-CA-7589,Test Product 406,Electronics,Cameras,151.0932179112363,51.0,2024-04-11 11:06:03.178136
EL-AU-3672,Test Product 407 - Latest Model,Electronics,Audio,369.17005253908536,91.0,2024-06-25 11:06:03.178166
TO-OU-5440,Test Product 408 [Updated],toys,Outdoor,415.01002635381747,52.0,2024-04-02 11:06:03.178196
SP-AC-4932,Test Product 409,sports,Accessories,,-7.0,
BO-FI-6558,Test Product 411 (New),,Fiction,310.845450099364,,
EL-AC-7845,Test Product 412 - Latest Model,electronics,Accessories,283.0821819040112,77.0,2024-05-21 11:06:03.178315
CL-SH-4580,Test Product 413 - Latest Model,Clothing,Shoes,145.1211281762278,-5.0,2024-12-11 11:06:03.178343
EL-PH-8982,Test Product 414,Electronics,Phones,132.3883595987947,3.0,2024-05-10 11:06:03.178372
EL-AU-8566,Test Product 415 - Latest Model,Electronics,Audio,31.579785900347552,19.0,2024-10-30 11:06:03.178401
CL-WO-2895,Test Product 416 [Updated],Clothing,Womens,192.99439311502556,,2024-08-27 11:06:03.17843
BO-NO-7316,Test Product 420 - Latest Model,,Non-Fiction,274.74530057725053,,2024-11-06 11:06:03.178544
TO-ED-3806,Test Product 423 - Latest Model,Toys,Educational,392.2927415566675,13.0,2024-06-27 11:06:03.178629
BO-NO-3415,Test Product 425 - Latest Model,Books,Non-Fiction,450.0026769554164,40.0,2025-01-13 11:06:03.178686
BO-CH-1016,Test Product 429 - Latest Model,Books,Children,120.77874479517571,79.0,
